<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.10.10	07:00:00	1688.86	1689.62	1685.19	1686.71	2036	0	0
2022.10.10	08:00:00	1686.64	1689.38	1685.80	1685.94	2934	0	0
2022.10.10	09:00:00	1685.93	1689.33	1684.72	1685.27	4445	0	0
2022.10.10	10:00:00	1685.31	1688.70	1682.15	1682.81	5504	0	0
2022.10.10	11:00:00	1682.83	1683.78	1680.05	1680.22	5118	0	0
2022.10.10	12:00:00	1680.20	1684.54	1678.09	1680.48	4592	0	0
2022.10.10	13:00:00	1680.45	1681.31	1677.56	1679.26	4233	0	0
2022.10.10	14:00:00	1679.32	1681.60	1674.16	1677.05	5154	0	0
2022.10.10	15:00:00	1677.04	1679.19	1675.09	1677.17	5256	0	0
2022.10.10	16:00:00	1677.16	1678.70	1672.13	1677.00	6792	0	0
2022.10.10	17:00:00	1676.83	1678.62	1665.80	1667.74	7693	0	0
2022.10.10	18:00:00	1667.68	1669.40	1665.71	1666.92	6000	0	0
2022.10.10	19:00:00	1666.90	1668.53	1666.80	1667.84	3612	0	0
2022.10.10	20:00:00	1667.86	1671.65	1667.01	1669.67	4777	0	0
2022.10.10	21:00:00	1669.70	1670.40	1668.22	1669.80	3648	0	0
2022.10.10	22:00:00	1669.81	1670.94	1667.69	1669.00	3869	0	0
2022.10.10	23:00:00	1669.01	1669.30	1667.47	1668.06	1003	0	0
2022.10.11	01:00:00	1667.52	1669.00	1667.52	1668.87	735	0	0
2022.10.11	02:00:00	1668.91	1670.27	1668.83	1670.15	1108	0	0
2022.10.11	03:00:00	1670.08	1673.00	1667.96	1672.49	3221	0	0
2022.10.11	04:00:00	1672.40	1673.62	1667.35	1668.23	4548	0	0
2022.10.11	05:00:00	1668.08	1668.96	1661.40	1665.31	4542	0	0
2022.10.11	06:00:00	1665.42	1667.10	1664.04	1664.16	2771	0	0
2022.10.11	07:00:00	1664.17	1665.25	1661.93	1663.30	2764	0	0
2022.10.11	08:00:00	1663.27	1666.94	1662.76	1666.58	2997	0	0
2022.10.11	09:00:00	1666.40	1669.67	1665.05	1666.44	5025	0	0
2022.10.11	10:00:00	1666.45	1668.19	1663.83	1664.70	6477	0	0
2022.10.11	11:00:00	1664.64	1669.89	1664.36	1665.72	5869	0	0
2022.10.11	12:00:00	1665.81	1667.09	1662.15	1662.65	5299	0	0
2022.10.11	13:00:00	1662.69	1667.01	1661.05	1667.01	5004	0	0
2022.10.11	14:00:00	1666.90	1670.71	1666.74	1670.23	5462	0	0
2022.10.11	15:00:00	1670.23	1672.91	1668.56	1669.58	6606	0	0
2022.10.11	16:00:00	1669.62	1672.62	1666.77	1667.02	7089	0	0
2022.10.11	17:00:00	1667.05	1671.27	1663.53	1669.41	7949	0	0
2022.10.11	18:00:00	1669.40	1681.78	1669.20	1681.64	7154	0	0
2022.10.11	19:00:00	1681.60	1683.92	1679.00	1680.70	6302	0	0
2022.10.11	20:00:00	1680.69	1681.08	1677.23	1678.25	4530	0	0
2022.10.11	21:00:00	1678.27	1679.08	1666.27	1667.32	4942	0	0
2022.10.11	22:00:00	1667.26	1668.36	1663.79	1666.41	6132	0	0
2022.10.11	23:00:00	1666.45	1667.46	1665.82	1666.18	1535	0	0
2022.10.12	01:00:00	1665.86	1666.65	1665.53	1666.16	1028	0	0
2022.10.12	02:00:00	1666.12	1666.12	1663.92	1664.11	1229	0	0
2022.10.12	03:00:00	1664.06	1666.64	1661.73	1665.05	3695	0	0
2022.10.12	04:00:00	1664.97	1666.92	1662.50	1663.59	4435	0	0
2022.10.12	05:00:00	1663.49	1665.02	1661.38	1664.97	3289	0	0
2022.10.12	06:00:00	1664.92	1665.88	1663.59	1665.35	2591	0	0
2022.10.12	07:00:00	1665.41	1672.12	1664.78	1668.66	3848	0	0
2022.10.12	08:00:00	1668.60	1670.53	1666.07	1669.66	3412	0	0
2022.10.12	09:00:00	1669.90	1675.36	1668.28	1672.15	5701	0	0
2022.10.12	10:00:00	1672.31	1672.68	1666.66	1669.03	6991	0	0
2022.10.12	11:00:00	1669.02	1673.36	1668.82	1670.06	5429	0	0
2022.10.12	12:00:00	1670.05	1673.03	1668.60	1670.16	4722	0	0
2022.10.12	13:00:00	1670.18	1671.56	1668.20	1669.62	4220	0	0
2022.10.12	14:00:00	1669.64	1671.46	1667.80	1668.53	4514	0	0
2022.10.12	15:00:00	1668.59	1672.47	1664.95	1671.64	6951	0	0
2022.10.12	16:00:00	1671.73	1673.19	1667.20	1670.78	7692	0	0
2022.10.12	17:00:00	1670.82	1672.69	1667.84	1670.17	7726	0	0
2022.10.12	18:00:00	1670.21	1671.06	1667.90	1669.53	6061	0	0
2022.10.12	19:00:00	1669.57	1670.33	1667.72	1669.85	4930	0	0
2022.10.12	20:00:00	1669.84	1672.05	1669.09	1670.96	4168	0	0
2022.10.12	21:00:00	1670.99	1678.34	1670.47	1672.78	6707	0	0
2022.10.12	22:00:00	1672.73	1675.69	1671.71	1675.15	3773	0	0
2022.10.12	23:00:00	1675.11	1675.62	1672.53	1673.17	1396	0	0
2022.10.13	01:00:00	1673.01	1674.32	1672.91	1673.62	895	0	0
2022.10.13	02:00:00	1673.59	1674.76	1673.52	1674.51	1007	0	0
2022.10.13	03:00:00	1674.48	1675.44	1673.01	1674.16	2663	0	0
2022.10.13	04:00:00	1674.22	1674.70	1671.63	1672.28	3120	0	0
2022.10.13	05:00:00	1672.18	1672.44	1669.72	1669.93	2530	0	0
2022.10.13	06:00:00	1669.92	1670.07	1669.03	1669.27	1873	0	0
2022.10.13	07:00:00	1669.27	1670.31	1669.04	1670.21	1386	0	0
2022.10.13	08:00:00	1670.23	1671.14	1668.99	1669.04	2150	0	0
2022.10.13	09:00:00	1669.00	1670.90	1667.36	1667.64	3641	0	0
2022.10.13	10:00:00	1667.60	1672.51	1667.01	1672.33	4694	0	0
2022.10.13	11:00:00	1672.38	1675.29	1670.67	1674.97	4321	0	0
2022.10.13	12:00:00	1674.83	1677.97	1674.46	1674.90	4640	0	0
2022.10.13	13:00:00	1674.93	1675.88	1673.36	1674.08	3400	0	0
2022.10.13	14:00:00	1674.14	1682.42	1673.46	1678.77	5983	0	0
2022.10.13	15:00:00	1678.76	1678.92	1644.83	1654.70	8702	0	0
2022.10.13	16:00:00	1654.62	1656.30	1642.46	1648.55	9968	0	0
2022.10.13	17:00:00	1648.67	1651.73	1645.37	1649.09	9103	0	0
2022.10.13	18:00:00	1648.94	1668.58	1648.14	1665.71	9230	0	0
2022.10.13	19:00:00	1665.76	1668.64	1662.95	1665.78	7063	0	0
2022.10.13	20:00:00	1665.80	1672.53	1665.55	1671.50	6528	0	0
2022.10.13	21:00:00	1671.52	1671.52	1666.65	1667.26	5335	0	0
2022.10.13	22:00:00	1667.18	1667.80	1663.62	1663.93	4777	0	0
2022.10.13	23:00:00	1663.75	1666.61	1663.38	1666.22	1569	0	0
2022.10.14	01:00:00	1666.02	1666.58	1665.00	1665.62	912	0	0
2022.10.14	02:00:00	1665.64	1665.64	1662.92	1663.44	1459	0	0
2022.10.14	03:00:00	1663.38	1664.93	1661.62	1661.82	3238	0	0
2022.10.14	04:00:00	1662.02	1668.51	1658.98	1668.00	5019	0	0
2022.10.14	05:00:00	1668.05	1670.24	1666.99	1668.26	3670	0	0
2022.10.14	06:00:00	1668.31	1670.24	1666.58	1669.09	2711	0	0
2022.10.14	07:00:00	1669.05	1669.33	1666.51	1667.58	2353	0	0
2022.10.14	08:00:00	1667.56	1670.59	1666.61	1668.37	3032	0	0
2022.10.14	09:00:00	1668.29	1671.75	1668.16	1669.71	5615	0	0
2022.10.14	10:00:00	1669.60	1670.41	1663.58	1667.07	6423	0	0
2022.10.14	11:00:00	1667.06	1667.18	1660.47	1660.69	5593	0	0
2022.10.14	12:00:00	1660.70	1660.70	1650.23	1654.06	6154	0	0
2022.10.14	13:00:00	1653.99	1657.72	1652.69	1655.93	6405	0	0
2022.10.14	14:00:00	1655.94	1660.38	1654.55	1654.96	5375	0	0
2022.10.14	15:00:00	1654.97	1663.30	1651.93	1663.30	6939	0	0
2022.10.14	16:00:00	1663.31	1663.94	1649.52	1650.65	8561	0	0
2022.10.14	17:00:00	1650.66	1652.70	1645.35	1649.18	8883	0	0
2022.10.14	18:00:00	1649.24	1651.53	1644.77	1644.77	6866	0	0
2022.10.14	19:00:00	1644.80	1648.89	1641.37	1643.80	6402	0	0
2022.10.14	20:00:00	1643.85	1645.34	1640.67	1645.22	4678	0	0
2022.10.14	21:00:00	1645.28	1645.32	1641.32	1642.32	3982	0	0
2022.10.14	22:00:00	1642.37	1643.45	1640.22	1642.88	3915	0	0
2022.10.14	23:00:00	1642.92	1644.69	1642.69	1644.26	1501	0	0
2022.10.17	01:00:00	1644.19	1647.22	1643.17	1645.46	1685	0	0
2022.10.17	02:00:00	1645.45	1647.74	1645.22	1647.56	2176	0	0
2022.10.17	03:00:00	1647.54	1649.07	1646.37	1648.31	3144	0	0
2022.10.17	04:00:00	1648.38	1652.66	1646.74	1651.95	3889	0	0
2022.10.17	05:00:00	1651.94	1652.58	1649.65	1650.40	2885	0	0
2022.10.17	06:00:00	1650.44	1650.97	1649.34	1650.18	1940	0	0
2022.10.17	07:00:00	1650.22	1650.38	1648.36	1649.51	2128	0	0
2022.10.17	08:00:00	1649.46	1654.16	1649.20	1653.82	3377	0	0
2022.10.17	09:00:00	1653.83	1653.83	1648.63	1649.81	4644	0	0
2022.10.17	10:00:00	1649.77	1657.45	1649.77	1655.96	6595	0	0
2022.10.17	11:00:00	1655.95	1657.17	1652.95	1655.36	5243	0	0
2022.10.17	12:00:00	1655.37	1658.00	1654.63	1656.98	4206	0	0
2022.10.17	13:00:00	1656.99	1660.62	1654.90	1657.11	5089	0	0
2022.10.17	14:00:00	1657.12	1658.56	1656.19	1657.98	4388	0	0
2022.10.17	15:00:00	1658.00	1668.19	1657.07	1666.46	6720	0	0
2022.10.17	16:00:00	1666.64	1668.40	1663.96	1665.01	7070	0	0
2022.10.17	17:00:00	1665.03	1665.23	1660.97	1661.86	6826	0	0
2022.10.17	18:00:00	1661.85	1663.83	1659.77	1663.35	5165	0	0
2022.10.17	19:00:00	1663.29	1663.44	1657.27	1657.39	4555	0	0
2022.10.17	20:00:00	1657.38	1660.01	1651.86	1652.84	4392	0	0
2022.10.17	21:00:00	1652.83	1653.46	1649.56	1649.67	3589	0	0
2022.10.17	22:00:00	1649.69	1650.41	1646.78	1647.98	3426	0	0
2022.10.17	23:00:00	1647.97	1650.92	1647.77	1650.58	1332	0	0
2022.10.18	01:00:00	1650.17	1651.44	1649.74	1650.57	1313	0	0
2022.10.18	02:00:00	1650.60	1651.41	1649.90	1650.70	1286	0	0
2022.10.18	03:00:00	1650.80	1652.40	1650.03	1652.21	2764	0	0
2022.10.18	04:00:00	1652.25	1653.59	1650.51	1651.20	3520	0	0
2022.10.18	05:00:00	1651.21	1651.26	1648.97	1649.50	2759	0	0
2022.10.18	06:00:00	1649.50	1653.05	1649.05	1652.51	2710	0	0
2022.10.18	07:00:00	1652.54	1660.81	1652.40	1659.44	4070	0	0
2022.10.18	08:00:00	1659.51	1660.90	1656.32	1656.54	3898	0	0
2022.10.18	09:00:00	1656.56	1656.83	1653.34	1655.10	4537	0	0
2022.10.18	10:00:00	1655.17	1657.04	1651.32	1656.40	5711	0	0
2022.10.18	11:00:00	1656.39	1657.57	1649.88	1650.00	5144	0	0
2022.10.18	12:00:00	1649.98	1653.54	1648.67	1651.99	5732	0	0
2022.10.18	13:00:00	1651.94	1653.52	1650.32	1651.21	4400	0	0
2022.10.18	14:00:00	1651.28	1654.12	1651.06	1652.89	4749	0	0
2022.10.18	15:00:00	1652.91	1657.39	1652.11	1656.47	5916	0	0
2022.10.18	16:00:00	1656.48	1656.72	1651.64	1652.00	7065	0	0
2022.10.18	17:00:00	1652.06	1654.47	1648.71	1652.60	7268	0	0
2022.10.18	18:00:00	1652.59	1652.84	1645.88	1649.78	6496	0	0
2022.10.18	19:00:00	1649.68	1652.28	1648.99	1650.30	4937	0	0
2022.10.18	20:00:00	1650.47	1652.77	1648.35	1651.89	5134	0	0
2022.10.18	21:00:00	1651.89	1652.51	1648.22	1650.29	4373	0	0
2022.10.18	22:00:00	1650.31	1651.71	1649.23	1651.42	4121	0	0
2022.10.18	23:00:00	1651.46	1652.14	1650.75	1651.95	1515	0	0
2022.10.19	01:00:00	1651.76	1652.72	1651.72	1652.62	859	0	0
2022.10.19	02:00:00	1652.62	1654.49	1651.67	1652.35	1351	0	0
2022.10.19	03:00:00	1652.26	1653.39	1651.00	1653.14	2897	0	0
2022.10.19	04:00:00	1653.11	1653.42	1650.67	1652.07	3374	0	0
2022.10.19	05:00:00	1652.06	1652.70	1649.58	1649.77	2734	0	0
2022.10.19	06:00:00	1649.79	1650.82	1649.09	1649.28	2239	0	0
2022.10.19	07:00:00	1649.39	1649.57	1645.67	1646.35	2285	0	0
2022.10.19	08:00:00	1646.29	1647.85	1645.01	1646.93	2669	0	0
2022.10.19	09:00:00	1646.98	1646.98	1639.88	1640.96	4871	0	0
2022.10.19	10:00:00	1640.97	1647.06	1637.77	1644.75	6258	0	0
2022.10.19	11:00:00	1644.81	1644.84	1639.21	1640.84	5485	0	0
2022.10.19	12:00:00	1640.82	1642.21	1639.15	1642.04	4155	0	0
2022.10.19	13:00:00	1642.01	1642.09	1632.69	1633.14	4791	0	0
2022.10.19	14:00:00	1633.22	1635.64	1631.87	1635.28	5078	0	0
2022.10.19	15:00:00	1635.20	1636.70	1630.45	1634.94	6615	0	0
2022.10.19	16:00:00	1634.96	1637.45	1631.37	1633.59	7162	0	0
2022.10.19	17:00:00	1633.46	1637.75	1631.50	1633.95	6853	0	0
2022.10.19	18:00:00	1633.89	1635.76	1630.45	1630.63	5215	0	0
2022.10.19	19:00:00	1630.60	1631.25	1628.35	1629.67	4705	0	0
2022.10.19	20:00:00	1629.62	1630.35	1627.90	1628.48	4420	0	0
2022.10.19	21:00:00	1628.50	1629.50	1627.86	1628.26	3246	0	0
2022.10.19	22:00:00	1628.24	1629.93	1627.75	1629.54	3187	0	0
2022.10.19	23:00:00	1629.51	1629.51	1628.57	1629.05	1611	0	0
2022.10.20	01:00:00	1629.30	1630.30	1627.91	1628.06	1066	0	0
2022.10.20	02:00:00	1628.02	1628.24	1626.52	1627.11	1336	0	0
2022.10.20	03:00:00	1627.09	1629.37	1626.02	1628.47	2648	0	0
2022.10.20	04:00:00	1628.41	1628.68	1624.16	1624.70	3671	0	0
2022.10.20	05:00:00	1624.72	1626.73	1622.46	1626.56	2990	0	0
2022.10.20	06:00:00	1626.55	1627.03	1625.22	1626.23	2058	0	0
2022.10.20	07:00:00	1626.20	1633.00	1625.21	1633.00	3798	0	0
2022.10.20	08:00:00	1632.96	1635.03	1631.48	1632.30	3667	0	0
2022.10.20	09:00:00	1632.32	1632.32	1628.72	1629.91	3747	0	0
2022.10.20	10:00:00	1629.90	1634.14	1627.08	1632.79	5418	0	0
2022.10.20	11:00:00	1633.00	1633.41	1628.79	1629.25	4427	0	0
2022.10.20	12:00:00	1629.27	1635.99	1629.27	1634.90	4324	0	0
2022.10.20	13:00:00	1634.86	1638.91	1632.90	1638.06	4471	0	0
2022.10.20	14:00:00	1638.04	1639.28	1635.48	1637.37	4938	0	0
2022.10.20	15:00:00	1637.17	1640.06	1632.00	1632.65	7006	0	0
2022.10.20	16:00:00	1632.66	1634.62	1630.43	1632.67	7338	0	0
2022.10.20	17:00:00	1632.61	1645.17	1632.59	1644.75	7396	0	0
2022.10.20	18:00:00	1644.84	1645.63	1640.56	1641.30	5369	0	0
2022.10.20	19:00:00	1641.32	1641.52	1635.13	1636.22	4612	0	0
2022.10.20	20:00:00	1636.19	1636.27	1629.61	1630.89	4783	0	0
2022.10.20	21:00:00	1630.85	1631.24	1628.22	1628.64	4293	0	0
2022.10.20	22:00:00	1628.69	1629.30	1624.79	1626.93	3884	0	0
2022.10.20	23:00:00	1626.84	1628.33	1626.48	1628.20	1557	0	0
2022.10.21	01:00:00	1627.39	1628.40	1626.47	1626.70	1095	0	0
2022.10.21	02:00:00	1626.85	1627.14	1625.39	1627.02	1256	0	0
2022.10.21	03:00:00	1627.07	1627.71	1625.23	1626.85	2340	0	0
2022.10.21	04:00:00	1626.96	1628.27	1625.82	1627.12	3101	0	0
2022.10.21	05:00:00	1627.05	1627.32	1625.35	1625.62	1916	0	0
2022.10.21	06:00:00	1625.60	1626.85	1620.70	1621.64	2545	0	0
2022.10.21	07:00:00	1621.63	1622.61	1620.29	1621.85	2493	0	0
2022.10.21	08:00:00	1621.84	1622.93	1619.88	1621.36	2649	0	0
2022.10.21	09:00:00	1621.25	1622.84	1619.84	1621.14	4085	0	0
2022.10.21	10:00:00	1621.15	1627.22	1617.23	1623.78	5494	0	0
2022.10.21	11:00:00	1623.68	1623.69	1619.26	1620.58	4727	0	0
2022.10.21	12:00:00	1620.64	1625.94	1620.52	1625.41	4801	0	0
2022.10.21	13:00:00	1625.36	1627.00	1624.12	1625.19	4236	0	0
2022.10.21	14:00:00	1625.17	1628.07	1622.94	1623.16	4726	0	0
2022.10.21	15:00:00	1623.16	1633.51	1619.14	1631.27	7230	0	0
2022.10.21	16:00:00	1631.30	1643.00	1629.35	1642.63	9778	0	0
2022.10.21	17:00:00	1642.83	1644.70	1634.42	1639.34	9371	0	0
2022.10.21	18:00:00	1639.41	1650.99	1636.63	1650.85	9365	0	0
2022.10.21	19:00:00	1650.92	1654.03	1647.41	1651.48	7961	0	0
2022.10.21	20:00:00	1651.52	1654.46	1650.80	1651.94	5691	0	0
2022.10.21	21:00:00	1651.96	1654.77	1651.15	1653.81	5083	0	0
2022.10.21	22:00:00	1653.99	1657.14	1653.12	1655.27	3809	0	0
2022.10.21	23:00:00	1655.20	1657.81	1654.04	1657.81	1679	0	0
2022.10.24	01:00:00	1657.82	1663.37	1657.27	1659.23	3912	0	0
2022.10.24	02:00:00	1659.27	1670.65	1656.63	1661.25	4811	0	0
2022.10.24	03:00:00	1660.96	1663.33	1656.47	1657.00	4375	0	0
2022.10.24	04:00:00	1657.05	1657.18	1653.70	1653.74	5220	0	0
2022.10.24	05:00:00	1653.75	1656.29	1651.98	1655.69	4078	0	0
2022.10.24	06:00:00	1655.73	1655.86	1653.51	1654.06	2414	0	0
2022.10.24	07:00:00	1654.08	1658.62	1653.92	1658.22	2714	0	0
2022.10.24	08:00:00	1658.13	1658.68	1654.00	1654.59	3336	0	0
2022.10.24	09:00:00	1654.52	1657.34	1653.76	1655.27	5581	0	0
2022.10.24	10:00:00	1655.28	1658.39	1648.91	1649.31	6561	0	0
2022.10.24	11:00:00	1649.37	1650.07	1644.42	1647.77	6670	0	0
2022.10.24	12:00:00	1647.76	1650.00	1645.47	1649.35	5221	0	0
2022.10.24	13:00:00	1649.37	1650.30	1646.72	1648.97	4838	0	0
2022.10.24	14:00:00	1648.91	1652.32	1647.28	1650.11	5828	0	0
2022.10.24	15:00:00	1650.08	1651.51	1646.98	1649.19	7108	0	0
2022.10.24	16:00:00	1649.21	1654.45	1644.74	1651.40	8342	0	0
2022.10.24	17:00:00	1651.40	1651.88	1643.94	1648.10	8979	0	0
2022.10.24	18:00:00	1648.09	1651.97	1645.77	1651.86	7011	0	0
2022.10.24	19:00:00	1651.79	1652.71	1649.68	1650.57	5345	0	0
2022.10.24	20:00:00	1650.62	1650.89	1649.10	1649.27	3274	0	0
2022.10.24	21:00:00	1649.33	1650.85	1647.79	1650.84	2682	0	0
2022.10.24	22:00:00	1650.85	1652.07	1649.22	1650.32	3167	0	0
2022.10.24	23:00:00	1650.33	1650.36	1648.95	1649.44	1443	0	0
2022.10.25	01:00:00	1649.99	1652.04	1649.72	1651.86	1318	0	0
2022.10.25	02:00:00	1651.85	1652.58	1651.37	1651.80	1512	0	0
2022.10.25	03:00:00	1651.83	1654.09	1650.86	1653.69	3503	0	0
2022.10.25	04:00:00	1653.66	1654.90	1648.91	1650.12	5449	0	0
2022.10.25	05:00:00	1650.11	1650.51	1647.22	1649.29	3480	0	0
2022.10.25	06:00:00	1649.32	1652.35	1648.72	1651.63	3018	0	0
2022.10.25	07:00:00	1651.61	1652.28	1649.95	1650.25	1589	0	0
2022.10.25	08:00:00	1650.26	1650.56	1647.31	1648.13	2823	0	0
2022.10.25	09:00:00	1648.06	1651.75	1647.80	1650.18	4174	0	0
2022.10.25	10:00:00	1650.27	1650.84	1644.51	1645.23	5234	0	0
2022.10.25	11:00:00	1645.25	1648.33	1642.90	1643.93	4875	0	0
2022.10.25	12:00:00	1643.91	1644.06	1639.14	1639.95	4606	0	0
2022.10.25	13:00:00	1639.94	1641.63	1638.27	1641.63	4355	0	0
2022.10.25	14:00:00	1641.70	1645.93	1639.34	1643.83	4378	0	0
2022.10.25	15:00:00	1643.79	1645.07	1639.05	1642.30	5778	0	0
2022.10.25	16:00:00	1642.26	1660.37	1642.17	1659.32	8458	0	0
2022.10.25	17:00:00	1659.04	1662.34	1653.83	1655.42	8561	0	0
2022.10.25	18:00:00	1655.43	1658.34	1654.60	1656.05	6161	0	0
2022.10.25	19:00:00	1656.04	1657.11	1652.12	1653.15	4900	0	0
2022.10.25	20:00:00	1653.14	1655.90	1652.41	1655.54	5014	0	0
2022.10.25	21:00:00	1655.35	1657.01	1653.59	1653.86	3452	0	0
2022.10.25	22:00:00	1653.80	1654.45	1652.69	1653.99	3061	0	0
2022.10.25	23:00:00	1653.93	1653.93	1652.54	1653.13	1944	0	0
2022.10.26	01:00:00	1653.00	1653.17	1651.51	1652.41	1980	0	0
2022.10.26	02:00:00	1652.40	1652.89	1651.11	1652.78	1343	0	0
2022.10.26	03:00:00	1652.88	1653.98	1649.81	1650.38	3146	0	0
2022.10.26	04:00:00	1650.43	1654.39	1649.72	1652.74	4396	0	0
2022.10.26	05:00:00	1652.70	1656.49	1652.39	1656.30	2677	0	0
2022.10.26	06:00:00	1656.31	1657.62	1655.38	1657.04	2481	0	0
2022.10.26	07:00:00	1657.10	1657.39	1655.45	1655.80	1824	0	0
2022.10.26	08:00:00	1655.78	1660.34	1655.15	1658.70	3285	0	0
2022.10.26	09:00:00	1658.69	1665.29	1657.70	1665.02	4713	0	0
2022.10.26	10:00:00	1665.11	1671.55	1664.61	1670.93	6694	0	0
2022.10.26	11:00:00	1670.97	1673.54	1669.30	1673.01	6110	0	0
2022.10.26	12:00:00	1672.99	1674.90	1669.18	1669.74	4907	0	0
2022.10.26	13:00:00	1669.73	1670.66	1666.74	1668.87	4906	0	0
2022.10.26	14:00:00	1668.68	1671.97	1667.82	1668.50	4934	0	0
2022.10.26	15:00:00	1668.51	1669.73	1660.66	1662.08	6761	0	0
2022.10.26	16:00:00	1662.05	1667.25	1661.55	1664.35	7742	0	0
2022.10.26	17:00:00	1664.79	1670.89	1664.57	1666.69	8570	0	0
2022.10.26	18:00:00	1666.73	1672.61	1666.14	1667.22	6299	0	0
2022.10.26	19:00:00	1667.23	1669.00	1665.16	1666.63	5478	0	0
2022.10.26	20:00:00	1666.61	1667.17	1664.08	1665.88	5337	0	0
2022.10.26	21:00:00	1665.89	1667.17	1665.09	1665.83	4150	0	0
2022.10.26	22:00:00	1665.80	1665.80	1663.62	1664.72	3126	0	0
2022.10.26	23:00:00	1664.73	1665.27	1663.31	1664.66	1784	0	0
2022.10.27	01:00:00	1664.17	1666.20	1663.91	1665.21	1091	0	0
2022.10.27	02:00:00	1665.20	1667.51	1664.69	1667.51	1477	0	0
2022.10.27	03:00:00	1667.49	1669.43	1665.90	1667.18	3537	0	0
2022.10.27	04:00:00	1667.17	1670.79	1666.95	1667.20	4218	0	0
2022.10.27	05:00:00	1667.21	1667.21	1662.30	1664.89	3852	0	0
2022.10.27	06:00:00	1664.90	1666.07	1664.01	1664.62	2549	0	0
2022.10.27	07:00:00	1664.65	1666.16	1663.00	1665.41	2317	0	0
2022.10.27	08:00:00	1665.42	1669.69	1665.21	1668.93	4026	0	0
2022.10.27	09:00:00	1668.92	1669.07	1660.44	1660.66	4650	0	0
2022.10.27	10:00:00	1660.71	1663.13	1659.11	1662.78	4382	0	0
2022.10.27	11:00:00	1662.79	1666.72	1662.37	1663.49	5167	0	0
2022.10.27	12:00:00	1663.47	1663.78	1661.17	1662.44	4659	0	0
2022.10.27	13:00:00	1662.49	1663.05	1659.87	1660.92	4176	0	0
2022.10.27	14:00:00	1660.87	1663.52	1660.36	1662.04	4616	0	0
2022.10.27	15:00:00	1661.94	1664.30	1654.88	1660.12	8588	0	0
2022.10.27	16:00:00	1660.21	1663.93	1656.34	1658.34	9204	0	0
2022.10.27	17:00:00	1658.26	1665.69	1658.21	1662.27	8542	0	0
2022.10.27	18:00:00	1662.28	1665.51	1660.74	1661.28	7301	0	0
2022.10.27	19:00:00	1661.21	1662.42	1656.80	1657.97	5417	0	0
2022.10.27	20:00:00	1658.08	1662.15	1657.12	1659.98	4548	0	0
2022.10.27	21:00:00	1659.95	1660.49	1658.25	1658.69	3561	0	0
2022.10.27	22:00:00	1658.59	1662.54	1657.91	1662.31	3426	0	0
2022.10.27	23:00:00	1662.34	1663.55	1661.01	1663.33	3473	0	0
2022.10.28	01:00:00	1662.60	1663.21	1661.37	1662.23	1321	0	0
2022.10.28	02:00:00	1662.25	1663.12	1661.53	1661.90	1398	0	0
2022.10.28	03:00:00	1661.91	1662.67	1660.55	1661.93	2813	0	0
2022.10.28	04:00:00	1661.94	1666.59	1661.11	1666.28	3758	0	0
2022.10.28	05:00:00	1666.26	1667.01	1662.77	1665.36	4468	0	0
2022.10.28	06:00:00	1665.30	1666.17	1663.25	1664.75	3039	0	0
2022.10.28	07:00:00	1664.78	1665.44	1663.60	1664.55	2149	0	0
2022.10.28	08:00:00	1664.55	1665.18	1659.43	1659.86	3486	0	0
2022.10.28	09:00:00	1659.87	1661.48	1656.32	1656.95	4777	0	0
2022.10.28	10:00:00	1657.24	1657.65	1651.45	1652.69	5914	0	0
2022.10.28	11:00:00	1652.70	1653.84	1647.84	1650.62	5494	0	0
2022.10.28	12:00:00	1650.87	1651.29	1646.54	1649.67	5624	0	0
2022.10.28	13:00:00	1649.66	1650.00	1647.20	1648.60	4118	0	0
2022.10.28	14:00:00	1648.55	1653.01	1646.29	1650.37	5255	0	0
2022.10.28	15:00:00	1650.38	1653.08	1640.47	1643.29	8173	0	0
2022.10.28	16:00:00	1643.37	1648.76	1642.32	1646.76	8197	0	0
2022.10.28	17:00:00	1646.73	1649.20	1640.72	1642.57	7919	0	0
2022.10.28	18:00:00	1642.60	1643.77	1638.04	1639.62	5972	0	0
2022.10.28	19:00:00	1639.63	1643.15	1638.88	1642.72	4401	0	0
2022.10.28	20:00:00	1642.75	1644.54	1640.70	1641.14	3243	0	0
2022.10.28	21:00:00	1641.25	1643.39	1640.79	1643.24	3122	0	0
2022.10.28	22:00:00	1643.23	1645.23	1642.74	1645.14	2641	0	0
2022.10.28	23:00:00	1645.10	1645.68	1643.82	1644.76	1220	0	0
2022.10.31	01:00:00	1643.26	1644.63	1641.64	1644.17	2087	0	0
2022.10.31	02:00:00	1644.19	1645.45	1643.36	1643.49	1491	0	0
2022.10.31	03:00:00	1643.46	1645.12	1642.14	1642.19	2499	0	0
2022.10.31	04:00:00	1642.17	1642.98	1640.67	1641.46	3232	0	0
2022.10.31	05:00:00	1641.38	1643.64	1640.77	1641.48	2633	0	0
2022.10.31	06:00:00	1641.46	1644.69	1641.16	1644.38	2642	0	0
2022.10.31	07:00:00	1644.35	1645.51	1643.69	1644.32	2122	0	0
2022.10.31	08:00:00	1644.34	1645.61	1641.30	1641.50	3040	0	0
2022.10.31	09:00:00	1641.39	1643.81	1640.49	1643.64	3304	0	0
